"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2191-P",86,527.9156296039,"BBTTY","New York","Texas","USA","Regional Pumpkin Festival","1553 H","1392 D",286,523,6,"One Too Many",239.458501592075,"Light"
"2429-P",59,526.744143377244,"KVAVP","Los Angeles","California","UK","National Pumpkin Festival","1474 E","1706 T",289,576,-11,"Red Warty Thing",238.927124378104,"Light"
"2890-P",32,539.21183111053,"UWQQS","Houston","Florida","Canada","Regional Pumpkin Festival","1872 L","1775 N",-1,1,0,"Peanut Pumpkin",244.582372405465,"Light"
"2847-P",7,529.234606854618,"WNIDG","Nottingham","California","USA","Local Pumpkin Festival","1665 Z","1513 M",271,440,21,"One Too Many",240.056779609204,"Light"
"2500-P",92,526.485334739089,"WRSWF","New York","New York","UK","National Pumpkin Festival","1211 I","1556 E",282,505,6,"Peanut Pumpkin",238.809730754547,"Light"
"2166-P",77,520.990237693489,"LNXFW","Los Angeles","Florida","USA","Regional Pumpkin Festival","1443 M","1995 G",286,573,-6,"Red Warty Thing",236.317196662253,"Light"
"2394-P",46,512.801619430073,"QCHOX","Chicago","Texas","UK","Regional Pumpkin Festival","1099 L","1327 C",281,515,0,"Tiger Stripe",232.602901897125,"Light"
"2275-P",36,525.690968640149,"RULWR","Paris","Texas","UK","Local Pumpkin Festival","1320 I","1654 Y",329,786,-40,"One Too Many",238.449412353081,"Light"
"2932-P",31,516.699441323057,"TWQYC","Houston","Florida","USA","Regional Pumpkin Festival","1375 F","1972 C",281,501,7,"Red Warty Thing",234.370924167401,"Light"
"2514-P",56,519.496226975694,"XMUQC","Nottingham","Florida","USA","Local Pumpkin Festival","1656 F","1582 D",-1,0,0,"Peanut Pumpkin",235.639524799963,"Light"
"2738-P",93,508.24367527198,"QQCWN","Nottingham","New York","Canada","Local Pumpkin Festival","1039 F","1926 G",290,543,-8,"Tiger Stripe",230.535453204128,"Light"
"2058-P",6,514.56521749869,"SVSTD","Nottingham","California","Canada","National Pumpkin Festival","1191 D","1248 V",285,555,-2,"Tiger Stripe",233.402856524796,"Light"
"2047-P",69,513.002497693151,"LHFUI","Houston","California","USA","Local Pumpkin Festival","1667 O","1365 X",280,513,0,"Red Warty Thing",232.694018744556,"Light"
"2466-P",75,504.998633675277,"UZJDL","Nottingham","Florida","Canada","Regional Pumpkin Festival","1403 A","1556 W",292,583,-10,"Red Warty Thing",229.063527095531,"Light"
"2446-P",58,499.767514100298,"XCZRP","Paris","California","Canada","National Pumpkin Festival","1794 A","1770 Q",4,4,-5,"Tiger Stripe",226.690731169763,"Light"
"2900-P",87,511.08500334993,"BXEPM","Chicago","New York","USA","Local Pumpkin Festival","1685 Z","1991 B",266,435,17,"Tiger Stripe",231.824257940953,"Light"
"2340-P",25,501.231849474832,"CQMDC","New York","Florida","Canada","Regional Pumpkin Festival","1289 K","1942 I",5,-3,-5,"One Too Many",227.354942522772,"Light"
"2083-P",71,500.29457704071,"FGBMT","Los Angeles","Florida","USA","National Pumpkin Festival","1006 O","1875 T",-5,3,5,"One Too Many",226.929802898043,"Light"
"2104-P",38,492.027270503342,"XYZIH","Los Angeles","Florida","UK","Local Pumpkin Festival","1274 M","1562 R",284,541,-6,"Peanut Pumpkin",223.179815732242,"Light"
"2900-P",64,500.262538064271,"WLIGD","Nottingham","Texas","UK","Local Pumpkin Festival","1759 G","1976 J",287,523,-6,"Tiger Stripe",226.915270262788,"Light"
"2499-P",73,500.999313955195,"DBBYY","Los Angeles","New York","Canada","Local Pumpkin Festival","1178 U","1261 B",274,481,7,"One Too Many",227.249466185311,"Light"
"2536-P",1,488.80244079493,"XMKTG","Chicago","New York","Canada","Regional Pumpkin Festival","1387 E","1610 L",270,465,11,"Red Warty Thing",221.717057581957,"Light"
"2781-P",57,483.931288386695,"GEEBX","Chicago","New York","USA","National Pumpkin Festival","1789 F","1893 E",289,525,-10,"Peanut Pumpkin",219.507540016475,"Light"
"2491-P",90,498.937605965883,"RMAMV","Paris","California","UK","Regional Pumpkin Festival","1864 L","1173 R",283,514,-6,"Tiger Stripe",226.314291172191,"Light"
"2381-P",1,495.69713239558,"EESMH","Houston","New York","UK","Regional Pumpkin Festival","1582 W","1278 T",288,531,-13,"Red Warty Thing",224.844437085515,"Light"
"2730-P",11,483.560641908646,"KLNER","Paris","California","Canada","National Pumpkin Festival","1428 S","1577 X",285,532,-13,"Tiger Stripe",219.339417602064,"Light"
"2208-P",52,495.32151053939,"OFELA","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1802 I","1665 G",282,512,1,"Peanut Pumpkin",224.674057877542,"Light"
"2245-P",30,488.364425178431,"FGXBD","New York","Florida","UK","Regional Pumpkin Festival","1164 C","1036 H",271,487,6,"Red Warty Thing",221.518377040372,"Light"
"2858-P",78,491.911362724379,"GAOSK","Chicago","Texas","USA","National Pumpkin Festival","1822 W","1064 O",398,1350,-67,"Peanut Pumpkin",223.127240848081,"Light"
"2556-P",24,480.933012380823,"JERVU","Paris","Florida","USA","Local Pumpkin Festival","1903 E","1026 S",277,520,-5,"Tiger Stripe",218.147544897057,"Light"
"2020-P",42,470.879728310741,"JWAIA","Los Angeles","Texas","Canada","Local Pumpkin Festival","1621 B","1164 D",270,447,12,"Tiger Stripe",213.587451949425,"Light"
"2870-P",3,488.515458955429,"VOORZ","New York","Florida","USA","National Pumpkin Festival","1749 J","1144 K",287,529,-8,"Tiger Stripe",221.586884809231,"Light"
"2728-P",44,471.007211314514,"GELIK","Paris","California","UK","National Pumpkin Festival","1353 S","1738 B",266,448,3,"Peanut Pumpkin",213.645277267241,"Light"
"2305-P",23,477.630586175993,"UNONA","Paris","Texas","UK","National Pumpkin Festival","1686 R","1536 R",288,551,-15,"Tiger Stripe",216.649589568058,"Light"
"2360-P",12,477.219714048319,"YUOEE","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1784 A","1078 G",293,566,-20,"Tiger Stripe",216.463221105899,"Light"
"2778-P",3,466.905797538348,"YLKKN","Houston","Texas","Canada","National Pumpkin Festival","1830 P","1602 R",275,460,-2,"Tiger Stripe",211.784907272159,"Light"
"2572-P",67,474.040879100561,"OEWKE","Houston","Florida","UK","National Pumpkin Festival","1328 Q","1433 H",278,517,-6,"One Too Many",215.021325828107,"Light"
"2678-P",10,457.558796810918,"TAJDQ","New York","New York","Canada","Regional Pumpkin Festival","1562 L","1035 X",268,454,-2,"Peanut Pumpkin",207.545179059813,"Light"
"2088-P",75,457.705157564953,"NPZLL","Nottingham","Florida","UK","Local Pumpkin Festival","1154 S","1068 C",-3,4,-5,"Tiger Stripe",207.61156718111,"Light"
"2819-P",25,460.155209834687,"CYJAJ","Paris","Florida","UK","Local Pumpkin Festival","1308 J","1579 G",276,468,0,"One Too Many",208.722892196763,"Light"
"2560-P",65,453.891466263868,"TZUAX","Los Angeles","Florida","Canada","Local Pumpkin Festival","1867 M","1843 Y",272,473,-6,"One Too Many",205.881705905403,"Light"
"2386-P",97,462.755285781808,"NTLQS","Chicago","New York","Canada","Regional Pumpkin Festival","1728 R","1624 L",272,458,5,"Peanut Pumpkin",209.902266807798,"Light"
"2662-P",3,451.843710378744,"GJMSU","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1664 F","1991 M",-1,3,0,"Tiger Stripe",204.952859460288,"Light"
"2305-P",45,455.475528412499,"CWYGA","Chicago","New York","USA","Regional Pumpkin Festival","1381 N","1566 W",260,429,4,"Tiger Stripe",206.600224409628,"Light"
"2302-P",54,462.907336076722,"TKVBT","Houston","Florida","USA","Regional Pumpkin Festival","1688 F","1079 C",268,469,-4,"One Too Many",209.971235661427,"Light"
"2781-P",9,454.213559424505,"EZZHJ","Paris","Florida","UK","Regional Pumpkin Festival","1428 M","1599 H",270,424,9,"Red Warty Thing",206.027804905497,"Light"
"2141-P",80,450.007971704751,"BATRL","New York","Texas","USA","Local Pumpkin Festival","1564 J","1451 D",248,360,29,"Tiger Stripe",204.120182404451,"Light"
"2865-P",99,455.030931390822,"GMUXH","Los Angeles","Florida","USA","National Pumpkin Festival","1809 F","1664 J",256,415,9,"Tiger Stripe",206.39855859287,"Light"
"2049-P",85,458.980322383344,"JFWRR","Chicago","California","USA","National Pumpkin Festival","1198 M","1962 W",277,506,-10,"One Too Many",208.189972213225,"Light"
"2043-P",99,444.883926701173,"CAGRU","Chicago","Texas","USA","Local Pumpkin Festival","1178 J","1038 S",-4,0,-1,"One Too Many",201.795954687291,"Light"
"2277-P",15,437.533311240375,"SRRAZ","New York","California","Canada","Local Pumpkin Festival","1103 W","1222 J",220,261,70,"Peanut Pumpkin",198.461771599469,"Light"
"2230-P",57,435.317302218638,"TDHLP","Chicago","Florida","UK","National Pumpkin Festival","1375 D","1004 T",263,399,14,"Tiger Stripe",197.456606815358,"Light"
"2303-P",93,438.359397078864,"EQPIE","Houston","Texas","USA","Regional Pumpkin Festival","1033 Y","1025 W",-4,-1,-1,"Tiger Stripe",198.836477832773,"Light"
"2667-P",57,438.092469901778,"UTANO","Chicago","Texas","UK","Local Pumpkin Festival","1549 E","1851 K",276,454,-9,"One Too Many",198.715401701901,"Light"
"2330-P",48,436.030058518983,"VEYZC","Paris","Texas","Canada","National Pumpkin Festival","1907 K","1741 X",262,401,15,"Peanut Pumpkin",197.779907634864,"Light"
"2757-P",69,430.642658608034,"KOFOU","Chicago","Florida","USA","Regional Pumpkin Festival","1538 G","1842 H",273,463,-1,"Red Warty Thing",195.336224141119,"Light"
"2019-P",76,421.900777782314,"ZAPPA","Houston","New York","USA","Local Pumpkin Festival","1086 J","1113 S",262,406,3,"Peanut Pumpkin",191.370973699123,"Light"
"2508-P",16,428.936286767386,"ETFUI","Nottingham","Florida","UK","National Pumpkin Festival","1247 F","1857 X",249,378,15,"Red Warty Thing",194.562226893818,"Light"
"2478-P",11,422.280556078441,"QUUWX","Chicago","Florida","Canada","Local Pumpkin Festival","1877 K","1506 H",276,466,-3,"Red Warty Thing",191.543238236538,"Light"
"2455-P",54,420.894695457071,"UQTFN","Houston","New York","USA","Local Pumpkin Festival","1477 L","1091 J",275,483,-7,"Peanut Pumpkin",190.914622432801,"Light"
"2826-P",94,421.163353280164,"YZMDG","Chicago","New York","Canada","Local Pumpkin Festival","1196 X","1249 V",247,350,17,"Tiger Stripe",191.036483571497,"Light"
"2548-P",50,412.68871001564,"UBNBC","Houston","Texas","Canada","Local Pumpkin Festival","1034 I","1902 O",267,419,-3,"Red Warty Thing",187.192450048237,"Light"
"2953-P",37,424.338500726968,"PHITG","Houston","New York","USA","Regional Pumpkin Festival","1537 X","1912 Y",268,432,-2,"Tiger Stripe",192.476706226992,"Light"
"2919-P",67,423.234332715161,"CJHIC","New York","New York","UK","Regional Pumpkin Festival","1327 B","1240 L",263,437,-2,"Peanut Pumpkin",191.975864041638,"Light"
"2317-P",32,430.398133708164,"ZMVYG","New York","Florida","UK","Regional Pumpkin Festival","1958 I","1691 X",265,406,0,"Tiger Stripe",195.225309512263,"Light"
"2361-P",12,418.759508659132,"CZBKP","Paris","New York","USA","Regional Pumpkin Festival","1204 B","1550 N",268,437,-1,"Tiger Stripe",189.946117992731,"Light"
"2081-P",37,426.37865790166,"WIRMU","Los Angeles","Florida","UK","National Pumpkin Festival","1176 O","1896 Q",263,423,-1,"Tiger Stripe",193.402105955033,"Light"
"2807-P",56,421.411732545123,"FXKXR","Nottingham","Texas","UK","Regional Pumpkin Festival","1478 M","1515 G",1,0,5,"Peanut Pumpkin",191.149146510948,"Light"
"2675-P",90,425.271436326206,"NKPNL","Chicago","Texas","UK","National Pumpkin Festival","1798 D","1862 G",261,416,6,"Red Warty Thing",192.899878696508,"Light"
"3000-P",9,413.634397267364,"FAGCJ","New York","New York","USA","Local Pumpkin Festival","1935 T","1907 O",275,456,-7,"Peanut Pumpkin",187.621406570025,"Light"
"2854-P",52,411.300134596415,"KUQMD","Houston","Florida","UK","Local Pumpkin Festival","1148 I","1705 C",4,5,5,"Peanut Pumpkin",186.562602832907,"Light"
"2269-P",50,414.440189445205,"TSSHJ","Chicago","Texas","USA","National Pumpkin Festival","1352 V","1805 A",0,3,2,"Red Warty Thing",187.9869077537,"Light"
"2598-P",82,422.535941618495,"PHOVR","Paris","New York","USA","Local Pumpkin Festival","1484 N","1585 O",260,411,-2,"Tiger Stripe",191.659079168915,"Light"
"2070-P",51,416.189181435853,"YTTUK","Nottingham","Texas","Canada","Local Pumpkin Festival","1740 J","1063 P",260,427,-3,"Red Warty Thing",188.780237175849,"Light"
"2910-P",75,417.124104602262,"IEGGX","Paris","California","Canada","Regional Pumpkin Festival","1861 N","1331 O",4,-2,-3,"Peanut Pumpkin",189.204311190668,"Light"
"2130-P",7,407.641200835817,"YIJAY","Paris","Texas","Canada","Local Pumpkin Festival","1472 L","1121 N",257,419,3,"One Too Many",184.902938396764,"Light"
"2165-P",32,409.110590433143,"KUXNY","New York","Florida","Canada","Regional Pumpkin Festival","1773 Z","1554 I",-5,-1,5,"Red Warty Thing",185.569442306669,"Light"
"2361-P",26,409.049025129527,"ZTWGJ","Paris","New York","Canada","Regional Pumpkin Festival","1610 J","1231 M",262,395,8,"One Too Many",185.541516754692,"Light"
"2323-P",60,401.360104549676,"SCYHJ","Los Angeles","Florida","USA","Regional Pumpkin Festival","1298 D","1170 Y",3,1,-3,"Peanut Pumpkin",182.053881046135,"Light"
"2299-P",4,398.546285989322,"DJFAU","Houston","New York","USA","Local Pumpkin Festival","1874 D","1107 M",259,389,2,"Red Warty Thing",180.777554416594,"Light"
"2368-P",26,398.110237398185,"VCUCQ","Houston","California","USA","Local Pumpkin Festival","1949 Q","1570 A",257,402,4,"One Too Many",180.579766102705,"Light"
"2974-P",4,401.070837481134,"RKCPV","Los Angeles","New York","Canada","Local Pumpkin Festival","1254 K","1500 E",260,414,-7,"Tiger Stripe",181.922671710952,"Light"
"2475-P",77,398.961823070422,"UHOMB","Nottingham","California","UK","National Pumpkin Festival","1917 P","1518 D",274,445,-13,"Peanut Pumpkin",180.966038866033,"Light"
"2386-P",98,396.863824944943,"WSFZR","New York","California","Canada","Local Pumpkin Festival","1975 J","1427 J",261,397,0,"Tiger Stripe",180.014402924042,"Light"
"2423-P",7,399.021921149455,"QBSNL","Nottingham","California","Canada","National Pumpkin Festival","1428 O","1896 F",254,375,5,"Red Warty Thing",180.993298896134,"Light"
"2807-P",73,403.308581613936,"MUEPX","Paris","Texas","USA","Local Pumpkin Festival","1276 U","1943 P",268,425,-10,"Tiger Stripe",182.937695375603,"Light"
"2849-P",17,398.155743645504,"NQOXU","Chicago","Texas","UK","Local Pumpkin Festival","1626 K","1523 G",260,406,-3,"Red Warty Thing",180.600407389277,"Light"
"2965-P",54,402.272416495718,"QJUBM","Los Angeles","Florida","USA","Regional Pumpkin Festival","1853 U","1913 I",273,452,-10,"Peanut Pumpkin",182.46769878392,"Light"
"2426-P",87,397.438021319173,"ISZOR","Paris","New York","USA","Regional Pumpkin Festival","1245 O","1064 B",259,410,1,"Tiger Stripe",180.274854018274,"Light"
"2857-P",43,395.349869134836,"RKOQI","Nottingham","California","Canada","Regional Pumpkin Festival","1694 U","1385 Q",1,-3,5,"Red Warty Thing",179.32768412006,"Light"
"2061-P",98,395.977446986176,"UPFKS","Chicago","Florida","UK","National Pumpkin Festival","1786 I","1863 C",0,-5,-4,"Tiger Stripe",179.612348645009,"Light"
"2494-P",76,385.77965390496,"CNDMT","Los Angeles","Texas","UK","Regional Pumpkin Festival","1151 M","1674 J",248,337,9,"Peanut Pumpkin",174.98670751253,"Light"
"2334-P",51,387.909578372724,"WMBPC","Nottingham","Florida","USA","National Pumpkin Festival","1833 Z","1461 O",-3,-5,1,"Peanut Pumpkin",175.952824999785,"Light"
"2142-P",46,386.303837158345,"MYFPW","Los Angeles","New York","USA","Local Pumpkin Festival","1270 O","1798 L",263,420,-10,"Peanut Pumpkin",175.224473036748,"Light"
"2187-P",84,366.592722471803,"MUEMH","Paris","Texas","UK","Local Pumpkin Festival","1224 N","1565 T",1,0,-5,"Tiger Stripe",166.283661810738,"Light"
"2203-P",62,369.966017245501,"LNZFI","Houston","New York","UK","Local Pumpkin Festival","1152 Y","1491 Y",253,373,5,"Tiger Stripe",167.813762581848,"Light"
"2072-P",44,376.669347045012,"OTXRA","New York","California","USA","Regional Pumpkin Festival","1569 H","1067 D",4,1,-1,"Tiger Stripe",170.854341832499,"Light"
"2461-P",55,372.390229736827,"GQOLB","Nottingham","California","Canada","Local Pumpkin Festival","1638 C","1995 M",264,427,-7,"Red Warty Thing",168.913366871172,"Light"
"2083-P",64,371.361673827283,"FDZNY","Paris","Texas","Canada","Regional Pumpkin Festival","1494 V","1468 Q",0,1,-1,"Red Warty Thing",168.446821758484,"Light"
"2891-P",96,365.548061995767,"UTALQ","Paris","Florida","UK","Local Pumpkin Festival","1843 X","1374 T",253,368,2,"Peanut Pumpkin",165.809811789567,"Light"
"2590-P",57,361.635246570222,"XZJTW","Houston","Florida","Canada","Local Pumpkin Festival","1506 H","1854 V",4,3,-1,"Peanut Pumpkin",164.034988567321,"Light"
"2040-P",44,361.088089303114,"SFWWI","New York","New York","USA","Local Pumpkin Festival","1797 E","1078 D",257,374,2,"Tiger Stripe",163.786802205771,"Light"
"2585-P",49,359.408856097609,"GFDJL","Houston","New York","UK","Regional Pumpkin Festival","1017 I","1166 H",259,422,-15,"Tiger Stripe",163.025114836303,"Light"
"2258-P",69,372.396095281467,"JFILH","Paris","Texas","Canada","National Pumpkin Festival","1906 K","1025 F",233,308,18,"Peanut Pumpkin",168.916027437466,"Light"
"2845-P",12,368.949674855359,"GNKSO","Paris","Texas","Canada","Local Pumpkin Festival","1701 V","1655 L",251,386,-12,"Tiger Stripe",167.352757428372,"Light"
"2949-P",85,365.955276547931,"HCOKK","Houston","Florida","Canada","Local Pumpkin Festival","1394 Z","1894 Q",243,329,7,"Tiger Stripe",165.994521203382,"Light"
"2468-P",5,353.324963123538,"OTOQT","Paris","Florida","USA","Local Pumpkin Festival","1927 G","1992 Q",257,369,2,"Red Warty Thing",160.265507403368,"Light"
"2928-P",63,356.848616803996,"UEMMH","Nottingham","California","UK","Regional Pumpkin Festival","1353 H","1651 O",262,425,-18,"Tiger Stripe",161.863809827347,"Light"
"2961-P",9,353.70307337679,"CKUYV","Chicago","Florida","UK","National Pumpkin Festival","1920 M","1803 L",283,544,-30,"One Too Many",160.437015329262,"Light"
"2054-P",4,341.019157901406,"MNEWC","Paris","New York","Canada","Regional Pumpkin Festival","1638 N","1737 N",4,1,-5,"Peanut Pumpkin",154.683688047903,"Light"
"2005-P",25,349.558834448457,"GUUWV","Los Angeles","New York","Canada","National Pumpkin Festival","1089 K","1915 W",250,371,-7,"Red Warty Thing",158.557220171913,"Light"
"2349-P",65,342.214958203956,"KIOEL","Los Angeles","New York","UK","Regional Pumpkin Festival","1609 X","1260 C",5,0,-4,"Peanut Pumpkin",155.226093941184,"Light"
"2254-P",93,352.669059414417,"DRGDA","New York","New York","USA","Regional Pumpkin Festival","1539 S","1109 V",239,319,9,"Peanut Pumpkin",159.967994485456,"Light"
"2884-P",73,337.985259285197,"ARVKW","Nottingham","Texas","USA","National Pumpkin Festival","1521 Y","1007 M",202,201,79,"Tiger Stripe",153.307534784237,"Light"
"2304-P",53,336.654278274626,"OFCJF","Paris","Texas","USA","Regional Pumpkin Festival","1140 M","1025 C",251,359,-4,"Peanut Pumpkin",152.703811953227,"Light"
"2138-P",97,334.877154212445,"WWVVJ","New York","Texas","UK","Regional Pumpkin Festival","1845 C","1388 C",0,0,3,"One Too Many",151.897722038078,"Light"
"2822-P",24,340.902591650374,"LWQEJ","New York","Texas","UK","Local Pumpkin Festival","1540 H","1778 K",-5,3,-5,"Tiger Stripe",154.630814485835,"Light"
"2826-P",3,338.573506619781,"FEKAT","Paris","New York","Canada","Local Pumpkin Festival","1415 V","1169 O",251,353,-1,"One Too Many",153.574359286877,"Light"
"2756-P",72,342.732374320738,"YMNNG","Nottingham","Texas","USA","National Pumpkin Festival","1021 J","1287 X",237,314,8,"Peanut Pumpkin",155.460789943871,"Light"
"2674-P",9,330.208222869411,"PQARE","Chicago","New York","UK","Regional Pumpkin Festival","1948 H","1268 Q",4,4,4,"One Too Many",149.779930404824,"Light"
"2574-P",2,328.13495082967,"NRGXX","Paris","New York","USA","Regional Pumpkin Festival","1722 G","1573 U",2,2,-5,"Red Warty Thing",148.839510026663,"Light"
"2331-P",28,333.589949678816,"DXOLV","Nottingham","New York","UK","Local Pumpkin Festival","1047 C","1583 K",244,329,6,"Peanut Pumpkin",151.313855882995,"Light"
"2538-P",40,331.030563641898,"JRUIM","Chicago","California","USA","National Pumpkin Festival","1680 G","1299 F",245,340,-6,"One Too Many",150.152937904764,"Light"
"2140-P",55,319.501403472386,"LMQBM","Houston","California","Canada","Regional Pumpkin Festival","1687 H","1028 F",-3,3,1,"One Too Many",144.923398819366,"Light"
"2197-P",82,330.01919227466,"IDNGP","Nottingham","Texas","USA","Regional Pumpkin Festival","1510 X","1089 H",231,271,17,"Red Warty Thing",149.694187569349,"Light"
"2074-P",54,326.908110792749,"NWNWL","Paris","Texas","UK","Regional Pumpkin Festival","1544 D","1882 G",250,338,-10,"One Too Many",148.283024746705,"Light"
"2777-P",100,328.009980976582,"QLZSK","Houston","California","UK","National Pumpkin Festival","1523 F","1156 D",-3,-3,-5,"Tiger Stripe",148.782824654823,"Light"
"2227-P",67,325.852977623232,"ZJWYX","Los Angeles","New York","USA","National Pumpkin Festival","1664 T","1159 A",-3,5,2,"Peanut Pumpkin",147.804424391679,"Light"
"2384-P",6,326.466160213575,"ITIQG","Nottingham","California","UK","Local Pumpkin Festival","1795 N","1868 Q",240,321,2,"Red Warty Thing",148.082559336075,"Light"
"2819-P",86,313.359861023724,"FLTJM","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1966 H","1225 U",1134,11028,-97,"Peanut Pumpkin",142.137642024622,"Light"
"2487-P",17,314.000885324553,"OGJMB","New York","New York","UK","Local Pumpkin Festival","1071 X","1829 Y",326,769,-58,"Red Warty Thing",142.428405756462,"Light"
"2168-P",30,308.571066470817,"FZFKO","Chicago","Texas","Canada","Regional Pumpkin Festival","1803 Y","1719 O",241,316,-5,"Tiger Stripe",139.965481353925,"Light"
"2735-P",58,307.061294442043,"XZZZN","Paris","New York","USA","National Pumpkin Festival","1590 K","1413 W",239,333,-8,"Peanut Pumpkin",139.280660281234,"Light"
"2384-P",93,320.981836559251,"ZCNHA","Houston","New York","Canada","Regional Pumpkin Festival","1408 H","1000 J",238,324,-8,"Peanut Pumpkin",145.594911971863,"Light"
"2565-P",56,306.885274614207,"ECQCR","Chicago","Texas","USA","Regional Pumpkin Festival","1624 I","1846 V",249,334,-4,"Red Warty Thing",139.200819030359,"Light"
"2028-P",38,317.311198426411,"GFIUK","Houston","Florida","USA","National Pumpkin Festival","1129 U","1403 J",239,291,5,"Tiger Stripe",143.929938521776,"Light"
"2982-P",28,317.612084016763,"UDNSL","Chicago","New York","Canada","Local Pumpkin Festival","1874 E","1349 F",235,293,2,"Tiger Stripe",144.066417929802,"Light"
"2975-P",4,317.865939334035,"FSNEO","Nottingham","Texas","UK","National Pumpkin Festival","1701 H","1877 S",235,296,6,"Peanut Pumpkin",144.181564764801,"Light"
"2330-P",71,308.534761412442,"SAWQR","New York","New York","USA","National Pumpkin Festival","1997 J","1473 P",-5,-3,-5,"Peanut Pumpkin",139.949013656454,"Light"
"2149-P",53,305.425649494864,"PMCVX","Chicago","Florida","USA","Local Pumpkin Festival","1334 E","1214 B",246,329,-6,"Tiger Stripe",138.538744213165,"Light"
"2516-P",44,299.767823900096,"CXEAN","Nottingham","New York","UK","Regional Pumpkin Festival","1619 V","1436 E",242,302,-2,"Tiger Stripe",135.972397692587,"Light"
"2161-P",4,307.005315199494,"JFXNO","Paris","California","USA","National Pumpkin Festival","1893 O","1815 B",247,347,-15,"One Too Many",139.255268523936,"Light"
"2523-P",90,303.580140203051,"ZPPPE","Los Angeles","Texas","USA","Local Pumpkin Festival","1071 X","1537 C",5,0,5,"Tiger Stripe",137.701635279634,"Light"
"2518-P",91,311.830242780969,"PQCZE","Los Angeles","New York","UK","Local Pumpkin Festival","1799 O","1078 L",234,282,7,"Tiger Stripe",141.443818860695,"Light"
"2406-P",65,305.883552897722,"LWNRS","Paris","New York","UK","National Pumpkin Festival","1523 K","1868 X",242,318,-7,"Tiger Stripe",138.746445702898,"Light"
"2550-P",22,299.433753319085,"NEPUQ","Houston","California","Canada","National Pumpkin Festival","1279 W","1812 W",230,285,1,"Peanut Pumpkin",135.820865825999,"Light"
"2953-P",62,300.159690990113,"FDUIE","Chicago","Florida","UK","Local Pumpkin Festival","1197 U","1740 L",235,300,-5,"Tiger Stripe",136.150145614673,"Light"
"2220-P",99,297.304825499654,"DPIEA","Nottingham","Texas","Canada","Local Pumpkin Festival","1640 X","1611 Z",226,279,7,"Tiger Stripe",134.855200410824,"Light"
"2777-P",66,297.034883274697,"MJYVY","Los Angeles","New York","UK","Local Pumpkin Festival","1480 Q","1783 Q",242,316,-6,"Peanut Pumpkin",134.732756677243,"Light"
"2186-P",5,298.508698360063,"ZZLQN","Nottingham","Florida","Canada","National Pumpkin Festival","1093 W","1024 N",-5,5,-5,"Peanut Pumpkin",135.401267954756,"Light"
"2563-P",88,296.439571630396,"KAKGB","Nottingham","California","Canada","National Pumpkin Festival","1507 J","1178 O",233,291,3,"Tiger Stripe",134.462727857616,"Light"
"2533-P",26,292.735530972481,"YAMMQ","Paris","New York","UK","National Pumpkin Festival","1952 N","1382 M",2,-3,-1,"One Too Many",132.782603277016,"Light"
"2792-P",71,296.679176242836,"GMWLQ","Paris","California","UK","National Pumpkin Festival","1214 R","1629 D",230,302,-7,"Red Warty Thing",134.571410681636,"Light"
"2925-P",91,296.996553159505,"YQTIM","New York","California","USA","Regional Pumpkin Festival","1574 O","1187 X",226,278,1,"Tiger Stripe",134.715370429451,"Light"
"2036-P",39,290.675626111217,"XAYOG","Nottingham","California","Canada","Local Pumpkin Festival","1918 Z","1419 I",230,288,-3,"One Too Many",131.848246149021,"Light"
"2700-P",30,289.317665400915,"QVMRY","Houston","Florida","Canada","Local Pumpkin Festival","1813 Q","1612 Y",-3,-4,5,"One Too Many",131.232285532068,"Light"
"2990-P",64,281.100587468594,"RYINE","Chicago","California","UK","National Pumpkin Festival","1725 Z","1079 G",237,321,-9,"Red Warty Thing",127.505081678272,"Light"
"2794-P",37,274.979945544153,"QIRUV","Chicago","Florida","Canada","National Pumpkin Festival","1903 W","1300 W",214,232,15,"Peanut Pumpkin",124.728805201844,"Light"
"2192-P",79,277.721127669327,"ECXVP","Paris","Texas","USA","National Pumpkin Festival","1491 N","1138 I",225,254,6,"Tiger Stripe",125.972184498603,"Light"
"2680-P",27,277.783529612049,"XKPTJ","New York","New York","USA","National Pumpkin Festival","1244 V","1353 B",229,273,5,"Tiger Stripe",126.000489543695,"Light"
"2380-P",86,288.423690280877,"NPRKK","Nottingham","California","Canada","Regional Pumpkin Festival","1159 I","1261 E",5,-5,2,"Tiger Stripe",130.826785238649,"Light"
"2816-P",78,278.914485299028,"ZDPEV","Nottingham","Texas","UK","Local Pumpkin Festival","1955 F","1329 M",5,-3,-4,"Tiger Stripe",126.513482414116,"Light"
"2319-P",72,283.420194413513,"KJTHA","Nottingham","New York","USA","Local Pumpkin Festival","1906 C","1391 Z",-1,-2,1,"Red Warty Thing",128.557237689886,"Light"
"2292-P",94,272.422557537071,"CCEKM","Chicago","Florida","Canada","Local Pumpkin Festival","1908 D","1397 D",235,284,0,"One Too Many",123.568793514702,"Light"
